protein,f_value,p_value,q_value,process
sll0899,0.5090563402724393,0.7299946587332502,0.7605246818020045,Cell envelope
slr1225,0.4978682762497814,0.7377103421798994,0.7679894980156415,Regulatory functions
slr0525,0.4864728446594437,0.745589241553773,0.7756129694015759,"Biosynthesis of cofactors, prosthetic groups, and carriers"
sll0441,0.4841570271604826,0.7471925906272449,0.7767016869783953,Unknown
sll1315,0.4772525155368828,0.7519767099211115,0.7810927106030906,Unknown
slr0506,0.4669383833030285,0.7591324273003889,0.7879387917291983,"Biosynthesis of cofactors, prosthetic groups, and carriers"
sll1613,0.4656286595279695,0.7600417356586504,0.7882960752742136,Unknown
sll0497,0.4600657941078173,0.7639052218042794,0.7916841025751594,Hypothetical
slr1216,0.4592911732146475,0.7644433592607454,0.7916841025751594,Transport and binding proteins
slr1106,0.4584411475875054,0.7650339193508119,0.7917079506634886,Other categories
slr0879,0.4574844840163655,0.7656986123320308,0.7918084241684085,Energy metabolism
slr0580,0.44560389665288597,0.7739562691873938,0.7997548114936402,Other categories
sll1198,0.4396581963005712,0.7780899175676017,0.8034311139946739,Translation
slr1031,0.4321213752217621,0.7833294284312897,0.808243012323705,Translation
slr1615,0.4207713507855772,0.7912161905571485,0.8157772252972817,Cell envelope
slr1668,0.4060281605730413,0.8014467298219361,0.8257150576821276,Unknown
slr1211,0.4006934926326268,0.8051425952648427,0.8289106423575318,"Biosynthesis of cofactors, prosthetic groups, and carriers"
slr1877,0.39778566361759227,0.8071554638414562,0.8303701121377812,Energy metabolism
slr1743,0.38930605167602506,0.813017425824536,0.8357843102617742,Photosynthesis and respiration
slr0280,0.3842462761384586,0.8165089386069888,0.8387555002627021,Hypothetical
slr0854,0.3666262697690684,0.8286220889247314,0.8505723429359825,"DNA replication, restriction, modification, recombination, and repair"
slr0833,0.35079327069347777,0.8394311381644637,0.8608404648485769,"DNA replication, restriction, modification, recombination, and repair"
slr1280,0.3501633751553068,0.8398594069239521,0.8608404648485769,Photosynthesis and respiration
sll0997,0.34883400020543304,0.8407627762950975,0.8611336805665646,Hypothetical
slr0537,0.3325780478771435,0.8517524973776237,0.8717496213072525,Other categories
slr0482,0.3285404652387403,0.8544642246666498,0.8738838661363465,Unknown
slr1125,0.31191632176128026,0.8655430218714081,0.8845659454290213,"Biosynthesis of cofactors, prosthetic groups, and carriers"
sll0185,0.3105627544683318,0.8664384531481478,0.8848328273365054,Hypothetical
sll1891,0.3056122190776112,0.8697042075401032,0.8869608186752869,Unknown
ssl0438,0.3054760371032401,0.8697938350880233,0.8869608186752869,Translation
slr0245,0.30303445262052753,0.8713988097896601,0.8879483854321226,Other categories
slr2105,0.2985266418182361,0.8743521183472962,0.8903074489740717,Hypothetical
sll0931,0.2966305124423101,0.8755904257079893,0.8904135788649116,Hypothetical
slr2102,0.295558048889746,0.8762897603954065,0.8904135788649116,Cellular processes
slr0806,0.2954330583790802,0.8763712141803037,0.8904135788649116,Hypothetical
sll0828,0.2931091003733965,0.8778837551328292,0.8913011924383528,Cell envelope
sll1329,0.2791495262689039,0.8868879442239423,0.8996737213749291,Regulatory functions
ssl1690,0.2783173087129713,0.8874201007970626,0.8996737213749291,Hypothetical
slr1207,0.2687325616242248,0.8935085992200827,0.9051884501902798,Hypothetical
slr0484,0.2544294960973176,0.902445935066252,0.9134961674750774,Regulatory functions
slr1331,0.2535022076036626,0.9030187920775138,0.9134961674750774,Translation
sll0228,0.2385231248864969,0.9121525424076732,0.9220672439555824,Energy metabolism
slr2013,0.22787096266777196,0.9185006518123516,0.92781202699365,Hypothetical
slr1426,0.2172708834035948,0.9246848105565484,0.9333830034199604,"DNA replication, restriction, modification, recombination, and repair"
sll1558,0.20379809107237984,0.9323369081918678,0.9404265993692374,Energy metabolism
slr1281,0.198627983116418,0.9352071779665536,0.9426401829937442,Photosynthesis and respiration
sll0412,0.1930766711278638,0.9382459006437176,0.9450202392765242,Hypothetical
sll1621,0.18253628164500316,0.9438865187279982,0.9499754830831464,Other categories
slr1799,0.18031927092373307,0.9450505284468818,0.9499754830831464,Hypothetical
slr0565,0.1800170568990825,0.9452085810174964,0.9499754830831464,Hypothetical
slr0878,0.16026274327083534,0.9552008144347132,0.959326951862077,Hypothetical
sll0872,0.12715853696666266,0.9702699574172036,0.9733042788414475,Unknown
ssl0546,0.1265778067030301,0.9705134421996084,0.9733042788414475,Cellular processes
slr0749,0.07208311223759335,0.9895538289207084,0.9916864880347618,"Biosynthesis of cofactors, prosthetic groups, and carriers"
slr1179,0.06589822356792943,0.9911804263233418,0.9925366918504108,Hypothetical
slr2100,0.06330874810239134,0.9918251960139588,0.9925366918504108,Regulatory functions
slr1626,0.054546342274221934,0.9938432025887752,0.9938432025887752,Other categories
